Latitude,Longitude,Soil Type,Temperature (°C),Humidity (%),Month,Recommended Crop
27.0962,78.4199,Black,25.1,46,November,Millets
26.8417,77.7083,Peaty,26.6,32,November,Pulses
27.6226,77.5101,Forest,25.1,90,November,Cotton
27.1508,77.748,Black,36.5,72,November,Cotton
27.2025,78.374,Red,26.7,54,November,Cotton
26.7191,78.239,Alluvial,27.5,61,November,Vegetables
26.7866,77.6801,Black,23.7,56,November,Sugarcane
27.2267,77.8184,Red,26.1,65,November,Vegetables
26.9904,77.9135,Saline,16.0,33,November,Pulses
27.2291,78.4322,Black,38.1,79,November,Cotton
27.5712,77.9137,Saline,17.5,83,November,Wheat
27.2219,78.4931,Red,35.3,64,November,Sugarcane
27.4718,78.4719,Black,18.2,90,November,Sugarcane
27.4391,77.9185,Alluvial,32.8,65,December,Vegetables
27.2445,78.2913,Peaty,20.1,64,December,Maize
27.2467,77.7181,Red,16.9,59,December,Vegetables
27.5251,78.046,Peaty,35.5,80,December,Sugarcane
27.0217,78.3133,Alluvial,18.8,84,December,Wheat
27.6779,78.4775,Laterite,16.9,81,December,Rice
27.2322,78.4618,Alluvial,31.8,73,December,Sugarcane
26.9322,78.0573,Peaty,35.5,43,December,Cotton
27.6264,78.0051,Saline,27.2,44,December,Rice
27.208,78.4962,Black,25.6,39,December,Millets
27.098,78.3531,Alluvial,18.7,35,December,Wheat
27.2835,77.8089,Black,32.1,70,December,Cotton
27.3207,78.3752,Laterite,22.4,81,December,Wheat
27.5572,77.6281,Laterite,35.0,84,December,Vegetables
26.7995,77.9556,Red,28.0,36,December,Millets
27.3148,78.0716,Laterite,22.0,32,December,Vegetables
27.5695,78.2603,Saline,16.9,39,December,Rice
27.6248,78.1767,Laterite,36.1,58,December,Wheat
27.0404,78.4707,Red,17.4,58,December,Cotton
27.478,78.1821,Black,32.9,51,December,Cotton
26.7432,77.5669,Peaty,15.6,70,December,Rice
27.6957,78.0612,Black,16.5,59,December,Pulses
27.6673,77.8483,Arid,20.8,82,December,Fruits
27.6634,77.9804,Saline,26.2,30,December,Wheat
27.2402,77.5059,Peaty,27.8,48,December,Wheat
22.1033,71.4222,Laterite,25.2,83,January,Pulses
22.1493,70.8563,Laterite,34.0,48,January,Millets
22.7054,71.0909,Red,23.7,50,January,Maize
22.4838,70.9536,Red,25.8,50,January,Fruits
22.5313,70.9154,Arid,16.3,79,January,Rice
22.4809,71.2566,Saline,32.7,72,January,Vegetables
22.5293,70.781,Laterite,29.6,42,January,Wheat
22.2706,71.6147,Black,25.7,47,January,Millets
22.4048,71.3247,Saline,34.7,89,January,Millets
22.043,71.6329,Laterite,30.8,62,January,Vegetables
22.1189,71.1801,Arid,26.9,78,January,Wheat
22.7463,70.6993,Peaty,26.4,36,January,Fruits
22.7322,71.0782,Alluvial,28.5,86,January,Sugarcane
22.6786,71.1585,Laterite,25.1,81,January,Vegetables
21.8809,71.4837,Peaty,15.3,57,January,Millets
21.9946,71.2513,Arid,19.1,56,January,Sugarcane
22.5984,70.8522,Forest,24.2,83,January,Wheat
21.9278,71.5887,Alluvial,26.8,64,January,Cotton
22.3285,71.3486,Laterite,30.2,83,January,Sugarcane
22.3462,71.684,Alluvial,15.1,70,January,Wheat
22.1441,71.5472,Peaty,27.2,69,January,Millets
22.3577,71.3297,Forest,22.3,32,January,Maize
22.7225,71.1403,Black,19.3,70,January,Wheat
22.7042,70.9632,Black,15.4,44,January,Maize
22.0479,71.0562,Laterite,22.0,61,January,Sugarcane
22.0279,71.4944,Saline,36.3,77,February,Maize
21.9107,71.4365,Red,23.2,32,February,Millets
22.5856,71.2825,Red,36.2,46,February,Rice
21.9405,70.7213,Red,27.6,38,February,Millets
22.7013,71.0139,Alluvial,21.9,74,February,Wheat
22.6392,71.3857,Alluvial,31.6,46,February,Sugarcane
22.649,71.1165,Forest,19.9,72,February,Fruits
22.7216,70.9691,Red,19.8,60,February,Sugarcane
22.7119,71.4555,Arid,36.3,52,February,Pulses
22.1149,71.4495,Black,27.0,38,February,Millets
22.0764,71.2043,Red,36.9,52,February,Wheat
22.5492,71.1954,Alluvial,38.2,83,February,Sugarcane
22.1005,71.386,Saline,18.9,46,February,Maize
22.3931,71.593,Peaty,29.0,53,February,Cotton
22.4164,71.528,Alluvial,17.7,38,February,Wheat
22.0894,70.7881,Laterite,38.4,73,February,Cotton
22.4694,71.0967,Black,36.5,89,February,Cotton
22.5909,71.4287,Peaty,21.6,85,February,Vegetables
22.0082,71.1107,Red,17.6,63,February,Pulses
22.1754,70.763,Alluvial,21.7,77,February,Wheat
21.9717,70.7769,Saline,28.6,72,February,Wheat
22.3005,71.6523,Alluvial,27.1,74,February,Sugarcane
22.0792,70.8842,Alluvial,25.2,40,February,Maize
22.1828,71.6844,Black,17.7,48,February,Rice
21.9603,70.9688,Peaty,15.4,39,February,Fruits
22.3053,71.5927,Saline,19.6,60,March,Fruits
22.2878,71.4998,Arid,27.2,30,March,Fruits
22.5719,71.6078,Alluvial,36.4,40,March,Rice
22.0489,71.6626,Laterite,34.8,74,March,Pulses
21.7822,71.5837,Alluvial,27.4,36,March,Fruits
21.9882,70.9086,Alluvial,26.2,78,March,Sugarcane
22.5703,71.1974,Laterite,36.7,78,March,Rice
21.8855,70.8179,Saline,32.5,30,March,Rice
22.3114,70.774,Arid,21.8,71,March,Pulses
22.5944,71.1399,Alluvial,37.3,70,March,Vegetables
22.6141,71.0839,Laterite,30.6,50,March,Rice
22.5716,70.7845,Arid,37.4,83,March,Pulses
22.0578,71.2881,Red,25.5,70,March,Sugarcane
21.9172,70.7262,Arid,19.8,71,March,Maize
22.3305,70.7608,Saline,35.4,82,March,Millets
21.8293,70.8739,Peaty,29.0,65,March,Vegetables
22.3731,71.1563,Laterite,40.0,58,March,Fruits
22.1444,71.1439,Red,19.0,54,March,Rice
21.9116,71.3025,Black,28.7,72,March,Millets
22.0921,71.3212,Forest,22.7,48,March,Maize
22.5761,71.6293,Saline,38.7,32,March,Millets
22.2563,71.4954,Saline,25.9,89,March,Rice
21.8362,71.2229,Black,16.6,35,March,Fruits
22.3003,71.6445,Alluvial,29.2,85,March,Sugarcane
22.5418,70.8365,Forest,36.8,56,March,Millets
21.8603,71.0748,Peaty,16.5,56,April,Cotton
22.2732,71.5268,Laterite,25.2,89,April,Fruits
21.8422,71.5584,Black,36.5,30,April,Vegetables
22.5627,71.4215,Black,36.9,43,April,Maize
22.6806,71.2527,Forest,39.7,67,April,Wheat
22.377,70.8674,Red,37.0,45,April,Fruits
22.0682,71.3247,Red,17.8,51,April,Maize
21.7964,70.8387,Arid,29.6,40,April,Vegetables
22.1714,71.3045,Arid,23.5,69,April,Wheat
22.1944,70.7258,Peaty,36.0,60,April,Sugarcane
22.4213,70.9647,Black,16.3,61,April,Maize
22.4702,71.0965,Forest,25.2,88,April,Sugarcane
22.5646,70.8213,Peaty,36.9,41,April,Fruits
22.0073,71.4401,Black,16.7,71,April,Millets
22.2642,71.0357,Arid,33.9,34,April,Rice
21.9459,71.3892,Laterite,33.5,30,April,Pulses
22.207,70.8422,Red,27.5,36,April,Millets
22.553,71.2694,Forest,30.4,81,April,Millets
22.6298,70.7102,Black,27.1,88,April,Maize
22.2223,71.0305,Black,27.0,35,April,Millets
22.0583,70.8826,Peaty,37.0,68,April,Fruits
22.0277,71.385,Forest,18.1,56,April,Pulses
22.513,71.3663,Peaty,23.0,62,April,Rice
22.7547,70.9554,Saline,34.3,88,April,Wheat
22.3765,71.5295,Red,33.2,81,April,Wheat
22.254,70.7004,Black,37.4,43,May,Wheat
22.2213,70.7391,Saline,15.9,86,May,Rice
22.6272,70.8465,Red,36.1,83,May,Rice
22.6163,70.735,Alluvial,17.6,59,May,Vegetables
22.0831,71.2974,Peaty,27.4,37,May,Millets
22.4098,70.9477,Peaty,23.9,42,May,Millets
22.6453,70.8492,Red,22.9,69,May,Millets
21.8685,70.7033,Laterite,31.0,77,May,Millets
21.862,71.6464,Laterite,21.7,47,May,Cotton
22.6874,71.09,Arid,34.0,73,May,Pulses
21.8879,71.458,Red,23.4,81,May,Vegetables
21.8059,71.5437,Red,20.5,52,May,Maize
22.5026,71.5729,Alluvial,23.5,61,May,Vegetables
21.8429,71.4896,Laterite,25.0,69,May,Cotton
21.8658,71.4896,Arid,24.0,71,May,Vegetables
22.6132,70.9471,Red,30.4,73,May,Fruits
21.8649,71.5415,Forest,34.5,79,May,Sugarcane
22.336,71.375,Laterite,16.6,57,May,Millets
21.7996,71.4304,Laterite,39.6,39,May,Millets
22.251,70.9842,Peaty,33.0,70,May,Vegetables
22.2329,70.7708,Peaty,19.8,77,May,Cotton
22.1559,70.7005,Arid,38.9,67,May,Millets
22.5477,71.2224,Saline,15.8,41,May,Fruits
21.846,71.193,Forest,26.9,51,May,Fruits
21.8419,70.7684,Red,33.7,33,May,Millets
22.7367,71.5758,Peaty,28.6,86,June,Sugarcane
21.7651,71.1658,Red,34.9,44,June,Millets
22.1856,71.3678,Red,34.4,77,June,Wheat
22.2671,71.033,Arid,34.9,32,June,Millets
21.7712,70.7462,Black,30.4,74,June,Cotton
22.499,71.596,Laterite,20.6,38,June,Sugarcane
21.8656,70.8874,Arid,25.4,42,June,Vegetables
22.6438,70.7742,Red,30.4,81,June,Cotton
22.1286,70.8821,Red,17.5,72,June,Pulses
22.3419,70.6957,Arid,16.2,69,June,Cotton
22.4286,71.1376,Arid,37.1,51,June,Pulses
22.7475,71.506,Black,38.8,58,June,Sugarcane
22.2774,71.3753,Black,19.1,59,June,Sugarcane
22.1923,71.2753,Forest,31.9,86,June,Sugarcane
22.2155,71.5097,Red,25.4,36,June,Millets
22.7113,71.4033,Peaty,23.1,37,June,Fruits
22.5377,71.1145,Forest,25.4,36,June,Cotton
22.065,70.8056,Peaty,17.1,54,June,Rice
21.8122,71.2109,Laterite,22.2,46,June,Vegetables
21.871,71.6238,Peaty,30.3,73,June,Sugarcane
22.3243,70.9232,Forest,17.6,67,June,Maize
22.5177,71.4941,Black,36.6,68,June,Cotton
22.6111,71.5178,Peaty,31.1,60,June,Rice
22.0122,71.3725,Saline,19.3,52,June,Rice
22.4697,71.0735,Saline,22.3,45,June,Vegetables
21.8034,70.782,Saline,35.2,64,July,Wheat
22.3442,70.7409,Laterite,24.3,74,July,Cotton
22.5377,71.5397,Red,15.4,30,July,Rice
21.8726,71.1855,Arid,15.4,55,July,Maize
22.0762,71.5659,Arid,30.2,33,July,Rice
22.0712,71.3367,Black,38.4,36,July,Sugarcane
22.1577,70.8367,Arid,33.6,47,July,Sugarcane
22.1589,70.9554,Arid,15.6,78,July,Wheat
22.6396,70.7305,Red,16.1,46,July,Sugarcane
21.894,71.2748,Alluvial,19.1,61,July,Sugarcane
22.2974,71.0583,Forest,25.8,34,July,Cotton
21.9546,71.3794,Arid,36.3,78,July,Rice
22.4148,70.9558,Peaty,19.4,34,July,Sugarcane
22.4186,70.7886,Peaty,15.3,44,July,Millets
22.5926,70.7522,Alluvial,20.8,54,July,Wheat
22.6544,71.5362,Alluvial,17.1,32,July,Sugarcane
21.9125,71.2637,Black,36.6,46,July,Cotton
22.3956,70.8208,Red,21.2,66,July,Rice
22.0013,70.9096,Peaty,34.6,48,July,Millets
22.2822,71.4624,Forest,35.6,49,July,Vegetables
22.5434,71.4185,Arid,28.5,64,July,Rice
21.8066,70.7389,Saline,34.9,87,July,Pulses
22.0976,71.075,Forest,17.3,33,July,Millets
22.3966,71.0263,Peaty,22.0,72,July,Wheat
21.8478,70.8611,Laterite,23.0,46,July,Rice
22.6629,70.93,Laterite,29.7,47,August,Cotton
22.4821,71.5455,Alluvial,38.1,54,August,Pulses
22.6797,71.6382,Peaty,31.2,30,August,Pulses
22.4398,70.994,Alluvial,31.6,41,August,Pulses
21.7721,71.325,Laterite,39.6,83,August,Sugarcane
22.1392,70.8795,Arid,28.4,37,August,Wheat
22.1249,71.5246,Alluvial,32.1,65,August,Wheat
22.6261,71.5236,Arid,29.7,62,August,Maize
22.2285,71.2669,Red,21.8,61,August,Rice
22.2826,71.3088,Laterite,21.3,33,August,Maize
22.4309,70.7631,Alluvial,32.0,41,August,Vegetables
22.2315,71.346,Laterite,29.4,76,August,Wheat
22.0323,71.0591,Arid,23.1,51,August,Millets
22.1432,71.152,Laterite,32.5,86,August,Pulses
22.4852,71.3959,Alluvial,17.7,40,August,Rice
21.8264,71.3862,Black,21.3,88,August,Sugarcane
22.6731,71.5053,Arid,15.1,47,August,Rice
22.4576,71.3638,Laterite,28.2,81,August,Maize
22.643,71.5617,Laterite,23.6,71,August,Cotton
22.2135,70.73,Alluvial,30.9,81,August,Rice
22.1666,70.7974,Black,32.9,56,August,Maize
22.5729,70.7929,Forest,39.0,77,August,Sugarcane
21.9412,70.7108,Red,19.4,52,August,Pulses
22.2336,71.0738,Red,18.8,74,August,Sugarcane
21.7898,71.5213,Saline,19.0,39,August,Cotton
22.0023,70.9373,Saline,37.4,89,September,Cotton
22.3079,71.4374,Forest,37.5,41,September,Rice
22.4249,71.459,Peaty,28.3,78,September,Sugarcane
21.8991,71.2668,Arid,34.2,56,September,Vegetables
22.5457,70.8854,Alluvial,36.2,41,September,Pulses
22.3252,70.8849,Laterite,27.2,47,September,Millets
22.5659,71.0352,Saline,29.0,41,September,Cotton
22.3592,71.1777,Red,25.2,73,September,Fruits
21.7855,70.9024,Peaty,24.6,80,September,Cotton
22.0552,71.0573,Arid,30.1,59,September,Cotton
21.8293,70.8795,Saline,15.2,30,September,Maize
21.8058,70.9502,Forest,18.4,35,September,Pulses
22.0996,71.4653,Red,18.7,53,September,Rice
21.7738,70.74,Forest,38.5,63,September,Sugarcane
22.5594,71.168,Peaty,33.2,41,September,Millets
21.9243,70.8422,Forest,16.5,67,September,Sugarcane
22.3137,71.5149,Red,22.3,54,September,Sugarcane
21.9203,71.1528,Alluvial,25.2,51,September,Maize
22.6271,70.7153,Alluvial,21.3,49,September,Wheat
22.1893,71.1129,Forest,20.7,46,September,Pulses
21.9475,71.6782,Saline,23.0,84,September,Pulses
21.9178,71.4992,Red,38.7,39,September,Vegetables
21.7829,70.7374,Saline,17.7,66,September,Cotton
22.736,71.6167,Black,34.1,72,September,Cotton
21.8883,71.4075,Alluvial,26.4,37,September,Cotton
22.42,71.5548,Laterite,38.9,90,October,Vegetables
21.8664,71.5204,Forest,18.2,38,October,Cotton
21.9581,71.2225,Red,28.4,82,October,Fruits
22.0236,70.9004,Red,18.6,86,October,Cotton
21.8467,71.5267,Laterite,24.9,38,October,Sugarcane
22.2339,71.5629,Forest,15.9,59,October,Wheat
21.903,71.3193,Saline,26.0,74,October,Vegetables
22.6042,71.1178,Laterite,39.1,58,October,Vegetables
22.652,71.6675,Red,16.2,43,October,Fruits
21.806,71.6884,Alluvial,32.2,87,October,Sugarcane
22.0537,70.9567,Arid,25.6,69,October,Maize
22.2847,71.4823,Black,27.0,74,October,Millets
21.8115,71.451,Black,15.7,76,October,Maize
22.4963,70.7986,Peaty,15.3,73,October,Sugarcane
22.4716,71.4815,Laterite,38.4,85,October,Sugarcane
21.8584,70.7159,Laterite,34.9,57,October,Millets
22.608,70.9589,Red,34.4,39,October,Millets
21.9033,71.2122,Arid,38.2,37,October,Cotton
22.6239,71.5864,Forest,33.2,69,October,Pulses
22.1706,70.9394,Forest,27.9,70,October,Wheat
22.5234,70.9972,Peaty,27.3,80,October,Sugarcane
22.6244,70.8595,Black,37.7,71,October,Cotton
22.0837,71.2843,Black,22.3,71,October,Sugarcane
21.9915,70.9879,Peaty,24.5,54,October,Maize
21.9009,70.8152,Red,17.5,35,October,Rice
22.3698,71.3615,Arid,35.5,87,November,Cotton
22.7387,71.2642,Arid,32.0,63,November,Vegetables
22.6929,70.7211,Laterite,21.5,77,November,Wheat
22.0743,71.1834,Arid,29.6,88,November,Vegetables
22.2314,71.4799,Forest,24.9,56,November,Millets
22.4256,71.4966,Peaty,31.5,41,November,Cotton
22.3466,71.1983,Alluvial,21.5,36,November,Wheat
22.3303,71.4402,Arid,36.0,79,November,Wheat
22.0146,70.7992,Saline,35.4,43,November,Sugarcane
21.8606,71.1576,Alluvial,30.6,86,November,Sugarcane
22.3981,71.5439,Alluvial,30.1,36,November,Pulses
22.158,71.5338,Alluvial,21.8,55,November,Wheat
22.5187,70.8963,Red,21.5,41,November,Millets
22.1247,70.7137,Red,37.1,74,November,Pulses
21.8813,71.438,Laterite,38.1,63,November,Cotton
22.1522,71.1807,Arid,29.2,65,November,Sugarcane
22.353,71.4088,Alluvial,18.9,64,November,Wheat
22.7112,70.9198,Arid,36.9,61,November,Millets
22.182,70.8168,Laterite,16.7,62,November,Cotton
22.0381,71.1019,Arid,16.5,73,November,Pulses
22.4493,71.0062,Alluvial,38.2,50,November,Wheat
21.7955,71.234,Red,36.8,79,November,Vegetables
22.2572,71.3491,Laterite,20.2,58,November,Vegetables
22.1881,71.1136,Saline,22.2,62,November,Rice
22.2543,71.2855,Laterite,25.9,59,November,Maize
22.0327,71.1994,Saline,17.6,81,December,Millets
21.7611,71.5212,Alluvial,38.4,74,December,Sugarcane
22.3806,71.3941,Laterite,31.7,54,December,Rice
22.199,71.4839,Saline,30.3,86,December,Pulses
22.0505,71.0469,Red,35.2,67,December,Wheat
22.2863,70.8562,Laterite,31.7,79,December,Sugarcane
22.3007,71.3846,Peaty,32.6,45,December,Wheat
22.5624,71.205,Alluvial,29.8,78,December,Sugarcane
22.663,71.0147,Black,17.7,44,December,Fruits
22.0068,70.7874,Forest,27.3,74,December,Wheat
22.2897,70.9842,Black,26.0,44,December,Millets
21.89,70.9699,Laterite,18.7,78,December,Vegetables
22.5167,71.267,Alluvial,26.4,48,December,Vegetables
22.4235,71.4253,Black,22.6,49,December,Millets
22.6572,71.238,Red,18.7,70,December,Maize
22.4698,71.2253,Alluvial,28.7,83,December,Sugarcane
22.1579,70.7244,Alluvial,19.5,46,December,Wheat
22.3274,70.7339,Alluvial,35.9,68,December,Sugarcane
22.2459,71.108,Forest,18.1,34,December,Wheat
22.2988,70.9755,Arid,26.2,57,December,Pulses
22.5282,70.8334,Laterite,33.8,57,December,Rice
22.6329,71.2186,Saline,32.2,46,December,Vegetables
22.2194,71.4648,Saline,24.2,36,December,Cotton
22.2751,71.4201,Black,23.2,58,December,Maize
22.4845,70.7738,Peaty,37.8,89,December,Sugarcane
24.7849,85.6748,Alluvial,36.3,50,January,Rice
25.351,85.4091,Black,29.3,75,January,Vegetables
24.7544,85.042,Red,39.5,40,January,Millets
25.0498,85.6081,Red,19.7,54,January,Fruits
25.3665,85.6159,Red,18.0,46,January,Millets
24.8662,85.0213,Laterite,33.6,50,January,Vegetables
24.6007,85.6217,Alluvial,18.2,56,January,Wheat
24.9746,84.9435,Red,18.2,77,January,Wheat
24.7951,85.4498,Peaty,16.4,53,January,Vegetables
25.5612,85.7771,Alluvial,17.0,82,January,Wheat
24.9123,85.4406,Peaty,22.0,58,January,Cotton
25.5673,85.5794,Arid,37.0,37,January,Pulses
24.7993,84.8881,Laterite,36.6,37,January,Millets
25.5114,84.9245,Arid,15.3,58,January,Sugarcane
24.7949,85.0325,Arid,34.9,67,January,Sugarcane
25.1879,85.0889,Peaty,29.8,51,January,Wheat
25.4515,85.476,Laterite,16.6,37,January,Sugarcane
25.1606,85.2285,Saline,31.1,86,January,Sugarcane
25.4439,85.0259,Red,25.8,55,January,Sugarcane
25.5675,84.9206,Black,20.0,64,January,Wheat
25.0974,85.1948,Alluvial,39.2,57,January,Pulses
24.8099,85.1668,Alluvial,27.9,47,January,Maize
24.6924,84.9567,Peaty,27.2,44,January,Pulses
25.1903,85.3868,Saline,38.5,57,January,Fruits
25.5788,85.2282,Forest,30.4,61,January,Cotton
25.4502,85.5582,Arid,38.8,32,February,Sugarcane
25.0143,84.9231,Alluvial,36.1,52,February,Pulses
25.0214,84.9331,Arid,30.9,32,February,Vegetables
24.97,85.2352,Forest,24.5,64,February,Wheat
24.6379,84.8386,Peaty,20.9,43,February,Pulses
25.3427,85.0718,Alluvial,19.1,31,February,Wheat
25.0903,85.078,Laterite,26.1,58,February,Pulses
25.1421,85.4608,Forest,15.2,70,February,Millets
25.0729,85.189,Saline,25.8,54,February,Wheat
24.7614,85.1468,Forest,26.9,82,February,Cotton
24.8875,85.3878,Arid,25.2,90,February,Fruits
24.6909,85.3068,Peaty,37.7,53,February,Wheat
25.3977,85.1227,Laterite,29.0,60,February,Cotton
25.4374,85.2662,Laterite,29.3,65,February,Cotton
25.527,85.0074,Red,21.2,34,February,Millets
25.5727,85.1133,Saline,25.1,80,February,Vegetables
25.3994,85.3765,Laterite,26.4,58,February,Vegetables
25.0296,85.4061,Forest,28.1,71,February,Fruits
25.2446,85.5432,Red,18.9,32,February,Fruits
24.838,85.577,Black,34.3,74,February,Cotton
24.7714,85.667,Forest,20.2,39,February,Pulses
24.6099,85.7486,Black,19.4,36,February,Pulses
25.4939,85.6975,Peaty,29.6,89,February,Sugarcane
25.1891,85.705,Black,17.6,54,February,Cotton
25.2989,85.8108,Black,39.0,68,February,Cotton
25.0342,85.666,Arid,24.6,33,March,Rice
24.7805,84.9337,Saline,17.1,46,March,Sugarcane
25.2403,84.9583,Saline,26.0,49,March,Rice
25.0515,84.8164,Saline,27.8,77,March,Pulses
25.302,85.1683,Red,35.7,89,March,Cotton
25.2462,85.1271,Black,21.4,56,March,Sugarcane
25.029,84.8685,Red,25.8,88,March,Maize
25.0984,85.6639,Saline,38.1,67,March,Sugarcane
25.3721,85.605,Arid,32.5,79,March,Millets
25.2083,84.8141,Laterite,30.2,71,March,Rice
24.9694,85.5628,Laterite,31.8,48,March,Fruits
24.6262,85.6397,Peaty,18.9,83,March,Fruits
24.9107,84.8899,Laterite,26.2,65,March,Sugarcane
24.7823,84.8834,Alluvial,28.3,35,March,Millets
25.1649,85.0915,Red,20.9,49,March,Millets
25.0565,85.1008,Peaty,37.0,74,March,Sugarcane
25.5784,85.5946,Saline,31.6,67,March,Wheat
24.8439,85.4493,Saline,39.1,65,March,Sugarcane
24.7497,85.4436,Alluvial,33.9,57,March,Rice
25.4089,84.9836,Peaty,29.5,77,March,Sugarcane
24.837,84.9936,Red,32.9,83,March,Fruits
25.4616,85.1953,Saline,15.9,85,March,Fruits
25.366,85.7825,Forest,21.8,63,March,Pulses
25.4931,85.1493,Arid,26.9,59,March,Cotton
25.2665,85.0058,Laterite,36.3,34,March,Wheat
24.6575,85.7806,Forest,34.7,80,April,Wheat
25.4558,84.8439,Saline,18.3,58,April,Maize
25.5823,85.6234,Peaty,32.9,83,April,Sugarcane
25.2689,85.057,Forest,22.2,77,April,Vegetables
25.5172,85.6258,Red,36.8,74,April,Pulses
24.6968,85.084,Alluvial,31.2,36,April,Pulses
25.544,85.6337,Saline,15.6,35,April,Pulses
25.5954,85.677,Laterite,27.1,55,April,Cotton
25.0797,84.9453,Saline,21.1,32,April,Sugarcane
25.1431,85.746,Forest,38.5,64,April,Millets
25.1314,84.8858,Arid,35.7,63,April,Pulses
25.4993,84.919,Alluvial,35.3,64,April,Sugarcane
24.6814,84.9266,Red,19.1,78,April,Rice
24.9268,85.4798,Red,36.9,69,April,Sugarcane
24.8621,84.8884,Red,36.7,30,April,Fruits
25.3115,85.7073,Alluvial,38.3,75,April,Sugarcane
24.6685,84.9688,Black,35.9,67,April,Cotton
24.8023,85.1062,Alluvial,30.5,61,April,Maize
24.8655,85.2125,Arid,29.5,47,April,Rice
25.5718,85.0635,Laterite,37.1,56,April,Rice
24.8769,85.1574,Red,27.7,71,April,Maize
24.6615,85.5738,Forest,30.1,79,April,Wheat
24.9477,85.6046,Red,39.0,34,April,Sugarcane
25.3712,85.7755,Peaty,24.5,35,April,Wheat
25.3139,84.8803,Peaty,24.5,39,April,Cotton
25.3524,84.9023,Forest,32.3,71,May,Cotton
24.9257,85.225,Red,16.5,69,May,Millets
24.859,85.7453,Laterite,31.5,84,May,Millets
25.1387,84.9926,Forest,35.2,82,May,Millets
25.5059,85.7097,Laterite,34.2,47,May,Pulses
24.6636,85.5855,Saline,27.4,40,May,Fruits
25.282,85.1982,Saline,32.8,70,May,Millets
24.6386,84.8458,Red,38.2,52,May,Wheat
25.2578,85.3589,Peaty,24.9,88,May,Cotton
25.3657,84.966,Black,31.2,53,May,Vegetables
25.5814,85.3622,Saline,21.0,86,May,Cotton
24.7051,85.7957,Peaty,27.6,33,May,Rice
25.2181,85.1525,Saline,34.9,55,May,Pulses
25.299,85.1512,Laterite,29.8,59,May,Sugarcane
25.2762,85.7224,Red,35.8,37,May,Rice
25.4967,85.5624,Saline,35.5,43,May,Cotton
24.8001,85.455,Saline,28.8,43,May,Pulses
25.0999,84.8373,Laterite,19.8,76,May,Pulses
24.8162,85.3051,Black,18.4,66,May,Sugarcane
24.9425,85.4199,Red,27.5,72,May,Cotton
25.4826,85.6849,Black,16.1,85,May,Maize
25.4592,85.7636,Black,16.3,62,May,Cotton
24.8384,85.0669,Black,35.2,40,May,Millets
24.7668,85.6146,Arid,22.3,39,May,Millets
24.9959,84.8703,Forest,18.1,77,May,Rice
25.277,85.3498,Alluvial,39.2,72,June,Rice
25.1102,85.769,Laterite,16.0,30,June,Sugarcane
24.9712,85.1114,Red,23.9,38,June,Millets
25.0292,85.4994,Laterite,23.9,54,June,Sugarcane
25.5115,85.5833,Arid,19.3,79,June,Pulses
25.389,85.5878,Laterite,31.2,57,June,Fruits
24.8349,85.6594,Laterite,17.3,47,June,Maize
25.4034,85.357,Forest,18.7,32,June,Maize
24.7406,85.8048,Laterite,19.0,68,June,Vegetables
24.9749,85.46,Red,34.4,37,June,Millets
24.9092,85.258,Saline,20.3,55,June,Millets
24.7259,84.9718,Laterite,15.6,51,June,Fruits
24.6041,85.1952,Peaty,25.5,61,June,Vegetables
24.6608,85.5861,Saline,34.1,70,June,Wheat
25.3795,85.5929,Arid,26.8,39,June,Sugarcane
25.4943,84.9117,Alluvial,22.6,36,June,Vegetables
25.1084,85.5027,Black,23.6,60,June,Rice
25.5267,85.6129,Saline,19.0,60,June,Fruits
25.1178,85.1754,Laterite,28.1,62,June,Sugarcane
24.7072,85.0107,Peaty,38.6,57,June,Rice
24.8446,85.5115,Arid,39.4,30,June,Wheat
24.602,85.6222,Arid,33.0,35,June,Millets
25.1416,85.236,Arid,24.3,55,June,Cotton
24.9698,85.4777,Forest,16.2,54,June,Cotton
24.7355,85.6244,Arid,31.6,83,June,Maize
25.3248,85.3473,Forest,35.7,34,July,Sugarcane
24.9187,85.1276,Alluvial,34.2,68,July,Sugarcane
25.1294,85.4562,Peaty,21.4,55,July,Wheat
25.3403,85.6113,Alluvial,33.5,70,July,Vegetables
24.9423,85.7613,Black,30.6,89,July,Cotton
24.7693,85.4137,Red,29.1,74,July,Cotton
24.8044,85.192,Arid,15.6,64,July,Fruits
24.8217,85.704,Peaty,31.8,38,July,Sugarcane
24.77,84.9084,Laterite,34.6,37,July,Millets
25.1871,85.1398,Arid,29.5,35,July,Cotton
25.4706,84.9544,Alluvial,33.5,45,July,Wheat
25.21,85.4881,Peaty,38.9,81,July,Sugarcane
25.1287,85.6862,Black,28.9,42,July,Millets
24.7844,85.8111,Peaty,34.7,85,July,Sugarcane
24.7554,85.3362,Arid,21.7,39,July,Cotton
25.161,85.292,Saline,28.0,36,July,Wheat
25.2291,84.9947,Laterite,15.2,74,July,Millets
25.4914,85.6815,Forest,17.8,67,July,Vegetables
24.9916,85.517,Laterite,27.3,67,July,Pulses
25.1126,85.1907,Laterite,17.9,38,July,Vegetables
24.9635,85.064,Saline,34.0,77,July,Millets
25.5766,84.8714,Peaty,34.7,40,July,Maize
24.6017,84.9643,Alluvial,37.8,72,July,Rice
25.5792,84.8636,Forest,30.5,32,July,Pulses
24.8501,85.2855,Forest,18.3,38,July,Maize
